whole name,Name,Address,Price Level,Types,Category,Website,Phone Number,Rating,Review Count,Opening Hours,Email,POS System,Loyalty Programs,Reservation Platform
The Fly,Fly,"762 Divisadero St, San Francisco, CA 94117, USA",2.0,"bar, restaurant, point_of_interest, food, establishment",BB3,,,4.3,394.0,"Monday: 2:00 PM – 2:00 AM, Tuesday: 2:00 PM – 2:00 AM, Wednesday: 2:00 PM – 2:00 AM, Thursday: 2:00 PM – 2:00 AM, Friday: 2:00 PM – 2:00 AM, Saturday: 12:00 PM – 2:00 AM, Sunday: 12:00 PM – 2:00 AM",,,,
The Cavalier,The Cavalier,"360 Jessie St, San Francisco, CA 94103, USA",3.0,"restaurant, point_of_interest, food, establishment",BB1,https://www.thecavaliersf.com/?y_source=1_MjQ4NzYzNDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(415) 321-6000,4.4,992.0,"Monday: 4:00 – 9:00 PM, Tuesday: 4:00 – 9:00 PM, Wednesday: 4:00 – 9:00 PM, Thursday: 4:00 – 9:00 PM, Friday: 4:00 – 10:00 PM, Saturday: 4:00 – 10:00 PM, Sunday: Closed",events@thecavaliersf.com,Toast,,OpenTable
Izakaya Rintaro,Rintaro,"82 14th St, San Francisco, CA 94103, USA",3.0,"restaurant, point_of_interest, food, establishment",BB1,http://izakayarintaro.com/,(415) 589-7022,4.6,1170.0,"Monday: 5:00 – 10:00 PM, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 10:00 PM, Saturday: 5:00 – 10:00 PM, Sunday: Closed",,,,
Basil Thai Restaurant (Folsom),Basil Thai Restaurant & Bar,"1175 Folsom St, San Francisco, CA 94103, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.basilthai.com/,(415) 552-8999,4.3,742.0,"Monday: 11:30 AM – 9:30 PM, Tuesday: 11:30 AM – 9:30 PM, Wednesday: 11:30 AM – 9:30 PM, Thursday: 11:30 AM – 9:30 PM, Friday: 5:00 AM – 10:30 PM, Saturday: 5:00 – 10:30 PM, Sunday: 5:00 – 10:30 PM",,,,
Deli Board,Deli Board,"1058 Folsom St, San Francisco, CA 94103, USA",2.0,"meal_takeaway, restaurant, store, food, point_of_interest, establishment",BB1,http://www.deliboardsf.com/,(415) 552-7687,4.6,1142.0,"Monday: Closed, Tuesday: 11:00 AM – 3:00 PM, Wednesday: 11:00 AM – 3:00 PM, Thursday: 11:00 AM – 3:00 PM, Friday: 11:00 AM – 3:00 PM, Saturday: 11:00 AM – 3:00 PM, Sunday: 11:00 AM – 3:00 PM",94103adam@deliboardsf.com,,,
Deli Board,Deli Board,"1058 Folsom St, San Francisco, CA 94103, USA",2.0,"meal_takeaway, restaurant, store, food, point_of_interest, establishment",BB1,http://www.deliboardsf.com/,(415) 552-7687,4.6,1142.0,"Monday: Closed, Tuesday: 11:00 AM – 3:00 PM, Wednesday: 11:00 AM – 3:00 PM, Thursday: 11:00 AM – 3:00 PM, Friday: 11:00 AM – 3:00 PM, Saturday: 11:00 AM – 3:00 PM, Sunday: 11:00 AM – 3:00 PM",adam@deliboardsf.com,,,
Deli Board,Deli Board,"1058 Folsom St, San Francisco, CA 94103, USA",2.0,"meal_takeaway, restaurant, store, food, point_of_interest, establishment",BB1,http://www.deliboardsf.com/,(415) 552-7687,4.6,1142.0,"Monday: Closed, Tuesday: 11:00 AM – 3:00 PM, Wednesday: 11:00 AM – 3:00 PM, Thursday: 11:00 AM – 3:00 PM, Friday: 11:00 AM – 3:00 PM, Saturday: 11:00 AM – 3:00 PM, Sunday: 11:00 AM – 3:00 PM",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,,,
Deli Board,Deli Board,"1058 Folsom St, San Francisco, CA 94103, USA",2.0,"meal_takeaway, restaurant, store, food, point_of_interest, establishment",BB1,http://www.deliboardsf.com/,(415) 552-7687,4.6,1142.0,"Monday: Closed, Tuesday: 11:00 AM – 3:00 PM, Wednesday: 11:00 AM – 3:00 PM, Thursday: 11:00 AM – 3:00 PM, Friday: 11:00 AM – 3:00 PM, Saturday: 11:00 AM – 3:00 PM, Sunday: 11:00 AM – 3:00 PM",2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,,,
Vive La Tarte,Vive La Tarte,"4026 24th St, San Francisco, CA 94114, USA",2.0,"cafe, bakery, restaurant, food, store, point_of_interest, establishment",BB1,https://www.vivelatarte.com/,(415) 780-5818,4.5,216.0,"Monday: 8:00 AM – 2:00 PM, Tuesday: 8:00 AM – 2:00 PM, Wednesday: 8:00 AM – 2:00 PM, Thursday: 8:00 AM – 2:00 PM, Friday: 8:00 AM – 2:00 PM, Saturday: 8:00 AM – 2:00 PM, Sunday: 8:00 AM – 2:00 PM",join@vivelatarte.com,,,
Vive La Tarte,Vive La Tarte,"4026 24th St, San Francisco, CA 94114, USA",2.0,"cafe, bakery, restaurant, food, store, point_of_interest, establishment",BB1,https://www.vivelatarte.com/,(415) 780-5818,4.5,216.0,"Monday: 8:00 AM – 2:00 PM, Tuesday: 8:00 AM – 2:00 PM, Wednesday: 8:00 AM – 2:00 PM, Thursday: 8:00 AM – 2:00 PM, Friday: 8:00 AM – 2:00 PM, Saturday: 8:00 AM – 2:00 PM, Sunday: 8:00 AM – 2:00 PM",press@vivelatarte.com,,,
1601 Bar & Kitchen,1601 Bar & Kitchen,"1601 Howard St, San Francisco, CA 94103, USA",3.0,"night_club, bar, restaurant, food, point_of_interest, establishment",BB3,http://www.1601sf.com/,(415) 552-1601,4.6,177.0,,,,,
Rocco’s Cafe,Rocco's Cafe,"1131 Folsom St, San Francisco, CA 94103, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.roccoscafe.com/,(415) 554-0522,4.5,1120.0,"Monday: 9:00 AM – 9:00 PM, Tuesday: 9:00 AM – 9:00 PM, Wednesday: 9:00 AM – 9:00 PM, Thursday: 9:00 AM – 9:00 PM, Friday: 9:00 AM – 12:30 AM, Saturday: 9:00 AM – 12:30 AM, Sunday: 9:00 AM – 9:00 PM",roccoscafesf@gmail.com,Toast,,
Rocco’s Cafe,Rocco's Cafe,"1131 Folsom St, San Francisco, CA 94103, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.roccoscafe.com/,(415) 554-0522,4.5,1120.0,"Monday: 9:00 AM – 9:00 PM, Tuesday: 9:00 AM – 9:00 PM, Wednesday: 9:00 AM – 9:00 PM, Thursday: 9:00 AM – 9:00 PM, Friday: 9:00 AM – 12:30 AM, Saturday: 9:00 AM – 12:30 AM, Sunday: 9:00 AM – 9:00 PM",sales@goodresto.com,Toast,,
Yemen Kitchen,Yemen Kitchen,"219 Jones St, San Francisco, CA 94102, USA",1.0,"restaurant, food, point_of_interest, establishment",BB1,https://yemenkitchen.com/,(415) 214-3575,4.5,464.0,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: 11:00 AM – 8:00 PM",,,,
Don Ramon’s Mexican Restaurant,Doña Mago,"301 S Van Ness Ave, San Francisco, CA 94103, USA",1.0,"restaurant, food, point_of_interest, establishment",BB1,http://donamagomexicanrestaurant.weebly.com/,(415) 573-8586,4.4,310.0,"Monday: 9:00 AM – 6:00 PM, Tuesday: 9:00 AM – 6:00 PM, Wednesday: 9:00 AM – 6:00 PM, Thursday: 9:00 AM – 6:00 PM, Friday: 9:00 AM – 6:00 PM, Saturday: 9:00 AM – 6:00 PM, Sunday: 9:00 AM – 5:00 PM",,,,
Basil Canteen,BASIL CANTEEN,"1489 Folsom St, San Francisco, CA 94103, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.basilcanteen.com/,(415) 552-3963,4.4,393.0,"Monday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM, Tuesday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM, Wednesday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM, Thursday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM, Friday: 11:30 AM – 2:00 PM, 5:00 – 9:00 PM, Saturday: 5:00 – 9:00 PM, Sunday: 5:00 – 9:00 PM",,,,
Tartine Bakery,Tartine Bakery,"600 Guerrero St, San Francisco, CA 94110, USA",2.0,"bakery, cafe, restaurant, store, food, point_of_interest, establishment",BB1,http://www.tartinebakery.com/,(415) 487-2600,4.5,5427.0,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: 8:00 AM – 5:00 PM",,,,
Flour + Water,Flour + Water,"2401 Harrison St, San Francisco, CA 94110, USA",3.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.flourandwater.com/,(415) 826-7000,4.5,1630.0,"Monday: 5:00 – 9:30 PM, Tuesday: 5:00 – 9:30 PM, Wednesday: 5:00 – 9:30 PM, Thursday: 5:00 – 9:30 PM, Friday: 5:00 – 9:30 PM, Saturday: 5:00 – 9:30 PM, Sunday: 5:00 – 9:30 PM",info@flourandwater.com,Toast,,Tock
Flour + Water,Flour + Water,"2401 Harrison St, San Francisco, CA 94110, USA",3.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.flourandwater.com/,(415) 826-7000,4.5,1630.0,"Monday: 5:00 – 9:30 PM, Tuesday: 5:00 – 9:30 PM, Wednesday: 5:00 – 9:30 PM, Thursday: 5:00 – 9:30 PM, Friday: 5:00 – 9:30 PM, Saturday: 5:00 – 9:30 PM, Sunday: 5:00 – 9:30 PM",events@fwhospitality.com,Toast,,Tock
Foreign Cinema,Foreign Cinema,"2534 Mission St, San Francisco, CA 94110, USA",3.0,"bar, restaurant, food, point_of_interest, establishment",BB3,http://www.foreigncinema.com/,(415) 648-7600,4.5,3029.0,"Monday: 5:00 – 10:00 PM, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 10:00 PM, Saturday: 10:30 AM – 2:30 PM, 5:00 – 10:00 PM, Sunday: 10:30 AM – 2:30 PM, 5:00 – 9:00 PM",info@foreigncinema.com,,,
Delfina,Pizzeria Delfina - Mission,"3621 18th St, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/mission-district/,(415) 437-6800,4.4,1224.0,"Monday: 4:30 – 10:00 PM, Tuesday: 4:30 – 10:00 PM, Wednesday: 4:30 – 10:00 PM, Thursday: 4:30 – 10:00 PM, Friday: 4:30 – 10:00 PM, Saturday: 5:30 – 10:00 PM, Sunday: 4:30 – 9:00 PM",delfina@delfinasf.com,Toast,,
Delfina,Pizzeria Delfina - Mission,"3621 18th St, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/mission-district/,(415) 437-6800,4.4,1224.0,"Monday: 4:30 – 10:00 PM, Tuesday: 4:30 – 10:00 PM, Wednesday: 4:30 – 10:00 PM, Thursday: 4:30 – 10:00 PM, Friday: 4:30 – 10:00 PM, Saturday: 5:30 – 10:00 PM, Sunday: 4:30 – 9:00 PM",Burlingame@pizzeriadelfina.com,Toast,,
Delfina,Pizzeria Delfina - Mission,"3621 18th St, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/mission-district/,(415) 437-6800,4.4,1224.0,"Monday: 4:30 – 10:00 PM, Tuesday: 4:30 – 10:00 PM, Wednesday: 4:30 – 10:00 PM, Thursday: 4:30 – 10:00 PM, Friday: 4:30 – 10:00 PM, Saturday: 5:30 – 10:00 PM, Sunday: 4:30 – 9:00 PM",pacheights@delfinasf.com,Toast,,
Delfina,Pizzeria Delfina - Mission,"3621 18th St, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/mission-district/,(415) 437-6800,4.4,1224.0,"Monday: 4:30 – 10:00 PM, Tuesday: 4:30 – 10:00 PM, Wednesday: 4:30 – 10:00 PM, Thursday: 4:30 – 10:00 PM, Friday: 4:30 – 10:00 PM, Saturday: 5:30 – 10:00 PM, Sunday: 4:30 – 9:00 PM",PaloAlto@pizzeriadelfina.com,Toast,,
Delfina,Pizzeria Delfina - Mission,"3621 18th St, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/mission-district/,(415) 437-6800,4.4,1224.0,"Monday: 4:30 – 10:00 PM, Tuesday: 4:30 – 10:00 PM, Wednesday: 4:30 – 10:00 PM, Thursday: 4:30 – 10:00 PM, Friday: 4:30 – 10:00 PM, Saturday: 5:30 – 10:00 PM, Sunday: 4:30 – 9:00 PM",retail@delfinasf.com,Toast,,
Delfina,Pizzeria Delfina - Mission,"3621 18th St, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/mission-district/,(415) 437-6800,4.4,1224.0,"Monday: 4:30 – 10:00 PM, Tuesday: 4:30 – 10:00 PM, Wednesday: 4:30 – 10:00 PM, Thursday: 4:30 – 10:00 PM, Friday: 4:30 – 10:00 PM, Saturday: 5:30 – 10:00 PM, Sunday: 4:30 – 9:00 PM",20retail@delfinasf.com,Toast,,
Delfina,Pizzeria Delfina - Mission,"3621 18th St, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/mission-district/,(415) 437-6800,4.4,1224.0,"Monday: 4:30 – 10:00 PM, Tuesday: 4:30 – 10:00 PM, Wednesday: 4:30 – 10:00 PM, Thursday: 4:30 – 10:00 PM, Friday: 4:30 – 10:00 PM, Saturday: 5:30 – 10:00 PM, Sunday: 4:30 – 9:00 PM",PacHeights@pizzeriadelfina.com,Toast,,
Delfina,Pizzeria Delfina - Mission,"3621 18th St, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/mission-district/,(415) 437-6800,4.4,1224.0,"Monday: 4:30 – 10:00 PM, Tuesday: 4:30 – 10:00 PM, Wednesday: 4:30 – 10:00 PM, Thursday: 4:30 – 10:00 PM, Friday: 4:30 – 10:00 PM, Saturday: 5:30 – 10:00 PM, Sunday: 4:30 – 9:00 PM",burlingame@pizzeriadelfina.com,Toast,,
Delfina,Pizzeria Delfina - Mission,"3621 18th St, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/mission-district/,(415) 437-6800,4.4,1224.0,"Monday: 4:30 – 10:00 PM, Tuesday: 4:30 – 10:00 PM, Wednesday: 4:30 – 10:00 PM, Thursday: 4:30 – 10:00 PM, Friday: 4:30 – 10:00 PM, Saturday: 5:30 – 10:00 PM, Sunday: 4:30 – 9:00 PM",paloalto@pizzeriadelfina.com,Toast,,
Limon Rotisserie (S Van Ness),Limón,"1001 S Van Ness Ave, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.limonrestaurants.com/?y_source=1_MTk4MDQ4MjktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(415) 821-2134,4.4,1896.0,"Monday: 12:00 – 9:00 PM, Tuesday: 12:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 8:00 PM",events@limonsf.com,Toast,,
Limon Rotisserie (S Van Ness),Limón,"1001 S Van Ness Ave, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.limonrestaurants.com/?y_source=1_MTk4MDQ4MjktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(415) 821-2134,4.4,1896.0,"Monday: 12:00 – 9:00 PM, Tuesday: 12:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 8:00 PM",INFO@LIMONSF.COM,Toast,,
Burma Love (Valencia),Burma Love,"211 Valencia St, San Francisco, CA 94103, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.burmalove.co/,(415) 861-2100,4.5,2076.0,"Monday: 11:30 AM – 3:00 PM, 5:00 – 10:00 PM, Tuesday: 11:30 AM – 3:00 PM, 5:00 – 10:00 PM, Wednesday: 11:30 AM – 3:00 PM, 5:00 – 10:00 PM, Thursday: 11:30 AM – 3:00 PM, 5:00 – 10:00 PM, Friday: 11:30 AM – 3:00 PM, 5:00 – 10:30 PM, Saturday: 11:30 AM – 3:00 PM, 5:00 – 10:30 PM, Sunday: 11:30 AM – 3:00 PM, 5:00 – 10:00 PM",,,,
Al’s Place,Al's Super Cafe,"3286 Mission St, San Francisco, CA 94110, USA",1.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.alssupercafesf.com/,(415) 641-8445,4.3,219.0,"Monday: 7:30 AM – 3:00 PM, Tuesday: 7:30 AM – 3:00 PM, Wednesday: 7:30 AM – 3:00 PM, Thursday: 7:30 AM – 3:00 PM, Friday: 7:30 AM – 3:00 PM, Saturday: 7:30 AM – 3:00 PM, Sunday: 7:30 AM – 3:00 PM",info@beyondmenu.com,,,
La Taqueria,La Taqueria,"2889 Mission St, San Francisco, CA 94110, USA",1.0,"restaurant, food, point_of_interest, establishment",BB1,https://lataqueriasf.net/,(415) 285-7117,4.5,6294.0,"Monday: Closed, Tuesday: Closed, Wednesday: 11:00 AM – 8:45 PM, Thursday: 11:00 AM – 8:45 PM, Friday: 11:00 AM – 8:45 PM, Saturday: 11:00 AM – 8:45 PM, Sunday: 11:00 AM – 7:45 PM",,,,
Loló,Loló,"974 Valencia St, San Francisco, CA 94110, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,http://lolosf.com/,(415) 643-5656,4.6,1738.0,"Monday: 5:30 – 10:00 PM, Tuesday: 5:30 – 10:00 PM, Wednesday: 5:30 – 10:00 PM, Thursday: 5:30 – 10:00 PM, Friday: 5:30 – 11:00 PM, Saturday: 5:30 – 11:00 PM, Sunday: Closed",lolorestaurantsf@gmail.com,,,
Pizzeria Delfina,Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/pacific-heights/,(415) 440-1189,4.4,878.0,"Monday: 5:00 – 8:00 PM, Tuesday: 5:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",delfina@delfinasf.com,Toast,,
Pizzeria Delfina,Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/pacific-heights/,(415) 440-1189,4.4,878.0,"Monday: 5:00 – 8:00 PM, Tuesday: 5:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",Burlingame@pizzeriadelfina.com,Toast,,
Pizzeria Delfina,Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/pacific-heights/,(415) 440-1189,4.4,878.0,"Monday: 5:00 – 8:00 PM, Tuesday: 5:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",pacheights@delfinasf.com,Toast,,
Pizzeria Delfina,Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/pacific-heights/,(415) 440-1189,4.4,878.0,"Monday: 5:00 – 8:00 PM, Tuesday: 5:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",PaloAlto@pizzeriadelfina.com,Toast,,
Pizzeria Delfina,Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/pacific-heights/,(415) 440-1189,4.4,878.0,"Monday: 5:00 – 8:00 PM, Tuesday: 5:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",retail@delfinasf.com,Toast,,
Pizzeria Delfina,Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/pacific-heights/,(415) 440-1189,4.4,878.0,"Monday: 5:00 – 8:00 PM, Tuesday: 5:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",20retail@delfinasf.com,Toast,,
Pizzeria Delfina,Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/pacific-heights/,(415) 440-1189,4.4,878.0,"Monday: 5:00 – 8:00 PM, Tuesday: 5:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",PacHeights@pizzeriadelfina.com,Toast,,
Pizzeria Delfina,Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/pacific-heights/,(415) 440-1189,4.4,878.0,"Monday: 5:00 – 8:00 PM, Tuesday: 5:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",burlingame@pizzeriadelfina.com,Toast,,
Pizzeria Delfina,Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.pizzeriadelfina.com/location/pacific-heights/,(415) 440-1189,4.4,878.0,"Monday: 5:00 – 8:00 PM, Tuesday: 5:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",paloalto@pizzeriadelfina.com,Toast,,
Beretta,Beretta Valencia,"1199 Valencia St, San Francisco, CA 94110, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,http://berettasf.com/?utm_source=yext&utm_medium=gmb,(415) 695-1199,4.5,2447.0,"Monday: 5:00 – 10:00 PM, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 11:30 PM, Saturday: 11:00 AM – 11:30 PM, Sunday: 11:00 AM – 10:00 PM",,,inKind,
Papalote Mexican Grill (24th),Papalote,"3409 24th St, San Francisco, CA 94110, USA",1.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.papalote-sf.com/,(415) 970-8815,4.3,1338.0,"Monday: 11:00 AM – 8:45 PM, Tuesday: 11:00 AM – 8:45 PM, Wednesday: 11:00 AM – 8:45 PM, Thursday: 11:00 AM – 9:45 PM, Friday: 11:00 AM – 9:45 PM, Saturday: 11:00 AM – 9:45 PM, Sunday: 11:00 AM – 8:45 PM",,,,
El Techo,El Techo,"2516 Mission St, San Francisco, CA 94110, USA",2.0,"restaurant, point_of_interest, food, establishment",BB1,https://eltechosf.com/,(415) 550-6970,4.4,3047.0,"Monday: Closed, Tuesday: 4:00 – 9:00 PM, Wednesday: 4:00 – 9:00 PM, Thursday: 4:00 – 9:00 PM, Friday: 4:00 – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 9:00 PM",info@eltechosf.com,,inKind,
True Laurel,True Laurel,"753 Alabama St, San Francisco, CA 94110, USA",3.0,"bar, restaurant, food, point_of_interest, establishment",BB3,http://www.truelaurelsf.com/,(415) 341-0020,4.5,715.0,"Monday: Closed, Tuesday: 4:00 – 10:00 PM, Wednesday: 4:00 – 10:00 PM, Thursday: 4:00 – 11:00 PM, Friday: 4:00 PM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 10:00 PM",info@truelaurelsf.com,,,
True Laurel,True Laurel,"753 Alabama St, San Francisco, CA 94110, USA",3.0,"bar, restaurant, food, point_of_interest, establishment",BB3,http://www.truelaurelsf.com/,(415) 341-0020,4.5,715.0,"Monday: Closed, Tuesday: 4:00 – 10:00 PM, Wednesday: 4:00 – 10:00 PM, Thursday: 4:00 – 11:00 PM, Friday: 4:00 PM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 10:00 PM",events@truelaurelsf.com,,,
Taqueria El Farolito,Taqueria El Farolito,"2950 24th St, San Francisco, CA 94110, USA",1.0,"restaurant, point_of_interest, food, establishment",BB1,https://elfarolitosf.com/,(415) 641-0758,4.4,2070.0,"Monday: 10:00 AM – 1:30 AM, Tuesday: 10:00 AM – 1:30 AM, Wednesday: 10:00 AM – 1:30 AM, Thursday: 10:00 AM – 1:30 AM, Friday: Closed, Saturday: 10:00 AM – 2:30 AM, Sunday: 10:00 AM – 2:30 AM",,,,
Reem’s,Reem's California Mission,"2901 Mission St, San Francisco, CA 94110, USA",2.0,"restaurant, bakery, store, food, point_of_interest, establishment",BB1,http://www.reemscalifornia.com/,(415) 780-3294,4.4,216.0,"Monday: Closed, Tuesday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM, Wednesday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM, Thursday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM, Friday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM, Saturday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM, Sunday: Closed",jobs@reemscalifornia.com,,inKind,
Reem’s,Reem's California Mission,"2901 Mission St, San Francisco, CA 94110, USA",2.0,"restaurant, bakery, store, food, point_of_interest, establishment",BB1,http://www.reemscalifornia.com/,(415) 780-3294,4.4,216.0,"Monday: Closed, Tuesday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM, Wednesday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM, Thursday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM, Friday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM, Saturday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM, Sunday: Closed",info@reemscalifornia.com,,inKind,
